#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2023-04-27-22-17-25
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1499342395.411737	CRsltg3tVTRz2EeyJg	192.168.10.50	123	129.6.15.29	123	3	3	2	1024.000000	0.000000	0.030457	0.032242	129.6.15.29	1499341338.333095	1499341339.225520	1499341339.240675	1499342395.210456	0
1499342395.442089	CRsltg3tVTRz2EeyJg	192.168.10.50	123	129.6.15.29	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1499342394.000000	1499342395.210456	1499342395.225348	1499342395.225349	0
1499342438.254032	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342438.929394	0
1499342438.254035	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342438.929394	0
1499342438.254094	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601715	52.179.17.38	1499290445.332037	1499342438.929394	1499342433.817035	1499342433.817038	0
1499342438.254095	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601715	52.179.17.38	1499290445.332037	1499342438.929394	1499342433.817035	1499342433.817038	0
1499342440.253671	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342440.929047	0
1499342440.253675	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342440.929047	0
1499342440.253735	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601730	52.179.17.38	1499290445.316652	1499342440.929047	1499342435.816650	1499342435.816653	0
1499342440.253737	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601730	52.179.17.38	1499290445.316652	1499342440.929047	1499342435.816650	1499342435.816653	0
1499342442.253672	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342442.929045	0
1499342442.253676	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342442.929045	0
1499342442.253735	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601761	52.179.17.38	1499290445.331628	1499342442.929045	1499342437.816626	1499342437.816628	0
1499342442.253736	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601761	52.179.17.38	1499290445.331628	1499342442.929045	1499342437.816626	1499342437.816628	0
1499342444.253638	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342444.929044	0
1499342444.253686	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499342444.929044	0
1499342444.253735	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601776	52.179.17.38	1499290445.331617	1499342444.929044	1499342439.816616	1499342439.816618	0
1499342444.253736	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.601776	52.179.17.38	1499290445.331617	1499342444.929044	1499342439.816616	1499342439.816618	0
1499342445.269179	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	64.000000	0.000000	0.000000	0.000000	INIT	0.000000	0.000000	0.000000	1499342440.832117	0
1499342445.269226	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	4	3	0	64.000000	0.000000	0.000000	0.000000	INIT	0.000000	0.000000	0.000000	1499342440.832117	0
1499342445.269275	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.601791	52.179.17.38	1499290445.332147	1499342440.832117	1499342440.832146	1499342440.832148	0
1499342445.269275	CV8hSvsGU4bPeSosk	192.168.10.19	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.601791	52.179.17.38	1499290445.332147	1499342440.832117	1499342440.832146	1499342440.832148	0
